form	lemma	POS
"
"	"
"	SPACE
Ces	ce	DET
difficultés	difficulté	NOUN
tiennent	tiennent	ADV
,	,	PUNCT
pour	pour	ADP
la	le	DET
plus	plus	ADV
grande	grand	ADJ
part	part	NOUN
,	,	PUNCT
à	à	ADP
la	le	DET
conception	conception	NOUN
tantôt	tantôt	CCONJ
réaliste	réaliste	ADJ
,	,	PUNCT
tantôt	tantôt	CCONJ
idéaliste	idéaliste	ADJ
,	,	PUNCT
qu'	que	SCONJ
on	on	PRON
se	se	PRON
fait	faire	VERB
de	de	ADP
la	le	DET
matière	matière	NOUN
.	.	PUNCT
L'	le	DET
objet	objet	NOUN
de	de	ADP
notre	notre	DET
premier	premier	ADJ
chapitre	chapitre	NOUN
est	être	AUX
de	de	ADP
montrer	montrer	VERB
qu'	que	SCONJ
idéalisme	idéalisme	NOUN
et	et	CCONJ
réalisme	réalisme	VERB
sont	être	AUX
deux	deux	NUM
thèses	thèse	NOUN
également	également	ADV
excessives	excessif	ADJ
,	,	PUNCT
qu'	que	SCONJ
il	il	PRON
est	être	AUX
faux	faux	ADJ
de	de	ADP
réduire	réduire	VERB
la	le	DET
matière	matière	NOUN
à	à	ADP
la	le	DET
représentation	représentation	NOUN
que	que	PRON
nous	nous	PRON
en	en	PRON
avons	avoir	VERB
,	,	PUNCT
faux	faux	ADJ
aussi	aussi	ADV
d'	de	ADP
en	en	PRON
faire	faire	VERB
une	un	DET
chose	chose	NOUN
qui	qui	PRON
produirait	produire	VERB
en	en	ADP
nous	nous	PRON
des	de	ADP
représentations	représentation	NOUN
mais	mais	CCONJ
qui	qui	PRON
serait	être	VERB
d'	de	ADP
une	un	DET
autre	autre	ADJ
nature	nature	NOUN
qu'	que	SCONJ
elles	lui	PRON
.	.	PUNCT
La	le	DET
matière	matière	NOUN
,	,	PUNCT
pour	pour	ADP
nous	nous	PRON
,	,	PUNCT
est	être	AUX
un	un	DET
ensemble	ensemble	NOUN
d	d	NOUN
'	'	PUNCT
""""	""""	PUNCT
images	image	NOUN
""""	""""	PUNCT
.	.	PUNCT
Et	et	CCONJ
par	par	ADP
""""	""""	PUNCT
image	image	NOUN
""""	""""	PUNCT
nous	nous	PRON
entendons	entendre	VERB
une	un	DET
certaine	certain	ADJ
existence	existence	NOUN
qui	qui	PRON
est	être	AUX
plus	plus	ADV
que	que	SCONJ
ce	ce	PRON
que	que	PRON
l'	le	DET
idéaliste	idéaliste	NOUN
appelle	appeler	VERB
une	un	DET
représentation	représentation	NOUN
,	,	PUNCT
mais	mais	CCONJ
moins	moins	ADV
que	que	SCONJ
ce	ce	PRON
que	que	PRON
le	le	DET
réaliste	réaliste	ADJ
appelle	appeler	VERB
une	un	DET
chose	chose	NOUN
,	,	PUNCT
-	-	PUNCT
une	un	DET
existence	existence	NOUN
située	situer	VERB
à	à	ADP
mi-chemin	mi-chemin	NOUN
entre	entre	ADP
la	le	DET
""""	""""	PUNCT
chose	chose	NOUN
""""	""""	PUNCT
et	et	CCONJ
la	le	DET
""""	""""	PUNCT
représentation	représentation	NOUN
""""	""""	PUNCT
.	.	PUNCT
Cette	ce	DET
conception	conception	NOUN
de	de	ADP
la	le	DET
matière	matière	NOUN
est	être	AUX
tout	tout	ADV
simplement	simplement	ADV
celle	celui	PRON
du	de	DET
sens	sens	NOUN
commun	commun	ADJ
.	.	PUNCT
On	on	PRON
étonnerait	étonner	VERB
beaucoup	beaucoup	ADV
un	un	DET
homme	homme	NOUN
étranger	étranger	VERB
aux	à	ADP
spéculations	spéculation	NOUN
philosophiques	philosophiquer	VERB
en	en	ADP
lui	lui	PRON
disant	dire	VERB
que	que	SCONJ
l'	le	DET
objet	objet	NOUN
qu'	qu'	PRON
il	il	PRON
a	avoir	VERB
devant	devant	ADP
lui	lui	PRON
,	,	PUNCT
qu'	qu'	PRON
il	il	PRON
voit	voir	VERB
et	et	CCONJ
qu'	que	SCONJ
il	il	PRON
touche	touche	VERB
,	,	PUNCT
n'	n'	ADV
existe	existe	VERB
que	que	SCONJ
dans	dans	ADP
son	son	DET
esprit	esprit	NOUN
et	et	CCONJ
pour	pour	ADP
son	son	DET
esprit	esprit	NOUN
,	,	PUNCT
ou	ou	CCONJ
même	même	ADV
,	,	PUNCT
plus	plus	ADV
généralement	généralement	ADV
,	,	PUNCT
n'	n'	ADV
existe	existe	VERB
que	que	ADV
pour	pour	ADP
un	un	DET
esprit	esprit	NOUN
,	,	PUNCT
comme	comme	SCONJ
le	le	DET
voulait	vouloir	VERB
Berkeley	Berkeley	PROPN
.	.	PUNCT
Notre	notre	DET
interlocuteur	interlocuteur	NOUN
soutiendrait	soutenir	VERB
toujours	toujours	ADV
que	que	SCONJ
l'	le	DET
objet	objet	NOUN
existe	existe	VERB
