form	lemma	POS
"
"	"
"	SPACE
À	à	ADP
vrai	vrai	ADJ
dire	dire	VERB
,	,	PUNCT
c'	ce	PRON
est	être	AUX
là	là	ADV
ce	ce	PRON
qui	qui	PRON
est	être	AUX
le	le	DET
plus	plus	ADV
communément	communément	ADV
admis	admettre	VERB
,	,	PUNCT
par	par	ADP
les	le	DET
philosophes	philosophe	NOUN
aussi	aussi	ADV
bien	bien	ADV
que	que	SCONJ
par	par	ADP
les	le	DET
savants	savant	NOUN
.	.	PUNCT
Il	il	PRON
y	y	PRON
aurait	avoir	AUX
cependant	cependant	ADV
lieu	lieu	NOUN
de	de	ADP
se	se	PRON
demander	demander	VERB
si	si	SCONJ
les	le	DET
faits	fait	NOUN
,	,	PUNCT
examinés	examiner	VERB
sans	sans	ADP
parti	parti	PROPN
pris	prendre	VERB
,	,	PUNCT
suggèrent	suggèrent	ADV
réellement	réellement	ADV
une	un	DET
hypothèse	hypothèse	NOUN
de	de	ADP
ce	ce	DET
genre	genre	NOUN
.	.	PUNCT
Qu'	qu'	PRON
il	il	PRON
y	y	PRON
ait	avoir	AUX
solidarité	solidariter	VERB
entre	entre	ADP
l'	le	DET
état	état	NOUN
de	de	ADP
conscience	conscience	NOUN
et	et	CCONJ
le	le	DET
cerveau	cerveau	NOUN
,	,	PUNCT
c'	ce	PRON
est	être	AUX
incontestable	incontestable	ADJ
.	.	PUNCT
Mais	mais	CCONJ
il	il	PRON
y	y	PRON
a	avoir	AUX
solidarité	solidariter	VERB
aussi	aussi	ADV
entre	entre	ADP
le	le	DET
vêtement	vêtement	NOUN
et	et	CCONJ
le	le	DET
clou	clou	NOUN
auquel	auquel	ADJ
il	il	PRON
est	être	AUX
accroché	accrocher	VERB
,	,	PUNCT
car	car	CCONJ
si	si	SCONJ
l'	le	DET
on	on	PRON
arrache	arrache	VERB
le	le	DET
clou	clou	NOUN
,	,	PUNCT
le	le	DET
vêtement	vêtement	ADV
tombe	tombe	NOUN
.	.	PUNCT
Dira	dira	NOUN
-t	-t	PART
-on	on	PRON
,	,	PUNCT
pour	pour	ADP
cela	cela	PRON
,	,	PUNCT
que	que	SCONJ
la	le	DET
forme	forme	NOUN
du	de	DET
clou	clou	NOUN
dessine	dessine	VERB
la	le	DET
forme	forme	NOUN
du	de	DET
vêtement	vêtement	NOUN
ou	ou	CCONJ
nous	nous	PRON
permette	permettre	VERB
en	en	ADP
aucune	aucun	DET
façon	façon	NOUN
de	de	ADP
la	le	DET
pressentir	pressentir	NOUN
?	?	PUNCT
Ainsi	ainsi	ADV
,	,	PUNCT
de	de	ADP
ce	ce	PRON
que	que	SCONJ
le	le	DET
fait	fait	NOUN
psychologique	psychologique	ADJ
est	être	AUX
accroché	accrocher	VERB
à	à	ADP
un	un	DET
état	état	NOUN
cérébral	cérébral	ADJ
,	,	PUNCT
on	on	PRON
ne	ne	ADV
peut	pouvoir	VERB
conclure	conclure	VERB
au	au	DET
""""	""""	PUNCT
parallélisme	parallélisme	NOUN
""""	""""	PUNCT
des	de	ADP
deux	deux	NUM
séries	série	NOUN
psychologique	psychologique	ADJ
et	et	CCONJ
physiologique	physiologique	ADJ
.	.	PUNCT
Quand	quand	SCONJ
la	le	DET
philosophie	philosophie	NOUN
prétend	prétendre	VERB
appuyer	appuyer	VERB
cette	ce	DET
thèse	thèse	NOUN
paralléliste	paralléliste	VERB
sur	sur	ADP
les	le	DET
données	donnée	NOUN
de	de	ADP
la	le	DET
science	science	NOUN
,	,	PUNCT
elle	lui	PRON
commet	commettre	VERB
un	un	DET
véritable	véritable	ADJ
cercle	cercle	NOUN
vicieux	vicieux	ADJ
:	:	PUNCT
car	car	CCONJ
,	,	PUNCT
si	si	SCONJ
la	le	DET
science	science	NOUN
interprète	interprèt	ADJ
la	le	DET
solidarité	solidarité	NOUN
,	,	PUNCT
qui	qui	PRON
est	être	AUX
un	un	DET
fait	fait	NOUN
,	,	PUNCT
dans	dans	ADP
le	le	DET
sens	sens	NOUN
du	de	DET
parallélisme	parallélisme	NOUN
,	,	PUNCT
qui	qui	PRON
est	être	AUX
une	un	DET
hypothèse	hypothèse	NOUN
(	(	PUNCT
et	et	CCONJ
une	un	DET
hypothèse	hypothèse	NOUN
assez	assez	ADV
peu	peu	ADV
intelligible	intelligible	ADJ
,	,	PUNCT
c'	ce	PRON
est	être	VERB
,	,	PUNCT
consciemment	consciemment	ADV
ou	ou	CCONJ
inconsciemment	inconsciemment	ADV
,	,	PUNCT
pour	pour	ADP
des	un	DET
raisons	raison	NOUN
d'	de	ADP
ordre	ordre	NOUN
philosophique	philosophique	ADJ
.	.	PUNCT
C'	ce	PRON
est	être	VERB
parce	parce	SCONJ
qu'	que	SCONJ
elle	lui	PRON
a	avoir	AUX
été	être	AUX
habituée	habituer	VERB
par	par	ADP
une	un	DET
certaine	certain	ADJ
philosophie	philosophie	NOUN
à	à	ADP
croire	croire	VERB
qu'	que	SCONJ
il	il	PRON
n'	n'	ADV
y	y	PRON
a	avoir	VERB
pas	pas	ADV
d'	d'	DET
hypothèse	hypothèse	NOUN
plus	plus	ADV
plausible	plausible	ADJ
,	,	PUNCT
plus	plus	ADV
conforme	conforme	ADJ
aux	à	ADP
intérêts	intérêt	NOUN
de	de	ADP
la	le	DET
science	science	NOUN
positive	positif	ADJ
.	.	PUNCT
