form	lemma	POS
"
"	"
"	SPACE
Mais	mais	CCONJ
c'	ce	PRON
est	être	AUX
ce	ce	PRON
qui	qui	PRON
paraîtra	paraîtra	ADJ
clairement	clairement	ADV
si	si	SCONJ
l'	le	DET
on	on	PRON
se	se	PRON
reporte	reporte	VERB
aux	à	ADP
origines	origine	NOUN
tout	tout	ADV
utilitaires	utilitaire	ADJ
de	de	ADP
notre	notre	DET
perception	perception	NOUN
des	de	ADP
choses	chose	NOUN
.	.	PUNCT
Ce	ce	PRON
qui	qui	PRON
nous	nous	PRON
intéresse	intéresse	VERB
dans	dans	ADP
une	un	DET
situation	situation	NOUN
donnée	donner	VERB
,	,	PUNCT
ce	ce	PRON
que	que	PRON
nous	nous	PRON
y	y	PRON
devons	devoir	VERB
saisir	saisir	VERB
d'	de	ADP
abord	abord	NOUN
,	,	PUNCT
c'	ce	PRON
est	être	AUX
le	le	DET
côté	côté	NOUN
par	par	ADP
où	où	PRON
elle	lui	PRON
peut	pouvoir	VERB
répondre	répondre	VERB
à	à	ADP
une	un	DET
tendance	tendance	NOUN
ou	ou	CCONJ
à	à	ADP
un	un	DET
besoin	besoin	NOUN
:	:	PUNCT
or	or	CCONJ
,	,	PUNCT
le	le	DET
besoin	besoin	NOUN
va	aller	VERB
droit	droit	ADJ
à	à	ADP
la	le	DET
ressemblance	ressemblance	NOUN
ou	ou	CCONJ
à	à	ADP
la	le	DET
qualité	qualité	NOUN
,	,	PUNCT
et	et	CCONJ
n'	n'	ADV
a	avoir	VERB
que	que	ADV
faire	faire	VERB
des	un	DET
différences	différence	NOUN
individuelles	individuel	ADJ
.	.	PUNCT
À	à	ADP
ce	ce	DET
discernement	discernement	NOUN
de	de	ADP
l'	le	DET
utile	utile	ADJ
doit	devoir	VERB
se	se	PRON
borner	borner	VERB
d'	de	ADP
ordinaire	ordinaire	VERB
la	le	DET
perception	perception	NOUN
des	de	ADP
animaux	animal	NOUN
.	.	PUNCT
C'	ce	PRON
est	être	AUX
l'	le	DET
herbe	herbe	NOUN
en	en	ADP
général	général	NOUN
qui	qui	PRON
attire	attire	VERB
l'	le	DET
herbivore	herbivore	NOUN
:	:	PUNCT
la	le	DET
couleur	couleur	NOUN
et	et	CCONJ
l'	le	DET
odeur	odeur	NOUN
de	de	ADP
l'	le	DET
herbe	herbe	NOUN
,	,	PUNCT
senties	sentie	NOUN
et	et	CCONJ
subies	subie	NOUN
comme	comme	ADP
des	un	DET
forces	force	NOUN
(	(	PUNCT
nous	nous	PRON
n'	n'	ADV
allons	aller	VERB
pas	pas	ADV
jusqu'	jusque	ADP
à	à	ADP
dire	dire	VERB
:	:	PUNCT
pensées	pensée	NOUN
comme	comme	ADP
des	un	DET
qualités	qualité	NOUN
ou	ou	CCONJ
des	de	ADP
genres	genre	NOUN
)	)	PUNCT
,	,	PUNCT
sont	être	AUX
les	le	DET
seules	seul	ADJ
données	donnée	NOUN
immédiates	immédiat	ADJ
de	de	ADP
sa	son	DET
perception	perception	NOUN
extérieure	extérieur	ADJ
.	.	PUNCT
Sur	sur	ADP
ce	ce	DET
fond	fond	NOUN
de	de	ADP
généralité	généralité	NOUN
ou	ou	CCONJ
de	de	ADP
ressemblance	ressemblance	NOUN
sa	son	DET
mémoire	mémoire	NOUN
pourra	pouvoir	VERB
faire	faire	VERB
valoir	valoir	VERB
les	le	DET
contrastes	contraste	NOUN
d'	de	ADP
où	où	PRON
naîtront	naître	VERB
les	le	DET
différenciations	différenciation	NOUN
;	;	PUNCT
il	il	PRON
distinguera	distinguer	VERB
alors	alors	ADV
un	un	DET
paysage	paysage	NOUN
d'	de	ADP
un	un	DET
autre	autre	ADJ
paysage	paysage	NOUN
,	,	PUNCT
un	un	DET
champ	champ	NOUN
d'	de	ADP
un	un	DET
autre	autre	ADJ
champ	champ	NOUN
;	;	PUNCT
mais	mais	CCONJ
c'	ce	PRON
est	être	AUX
là	là	ADV
,	,	PUNCT
nous	nous	PRON
le	le	PRON
répétons	répéton	NOUN
,	,	PUNCT
le	le	DET
superflu	superflu	NOUN
de	de	ADP
la	le	DET
perception	perception	NOUN
et	et	CCONJ
non	non	ADV
pas	pas	ADV
le	le	DET
nécessaire	nécessaire	NOUN
.	.	PUNCT
Dira	dire	VERB
-t	-t	PART
-on	on	PRON
que	que	SCONJ
nous	nous	PRON
ne	ne	ADV
faisons	faire	VERB
que	que	SCONJ
reculer	reculer	VERB
le	le	DET
problème	problème	NOUN
,	,	PUNCT
que	que	PRON
nous	nous	PRON
rejetons	rejeter	VERB
simplement	simplement	ADV
dans	dans	ADP
l'	le	DET
inconscient	inconscient	NOUN
l'	le	DET
opération	opération	NOUN
par	par	ADP
laquelle	lequel	PRON
se	se	PRON
dégagent	dégager	VERB
les	le	DET
ressemblances	ressemblance	NOUN
et	et	CCONJ
se	se	PRON
constituent	constituer	VERB
les	le	DET
genres	genre	NOUN
?	?	PUNCT
Mais	mais	CCONJ
nous	nous	PRON
ne	ne	ADV
rejetons	rejeter	VERB
rien	rien	PRON
dans	dans	ADP
l'	le	DET
inconscient	inconscient	NOUN
,	,	PUNCT
par	par	ADP
la	le	DET
raison	raison	NOUN
fort	fort	ADV
simple	simple	ADJ
que	que	SCONJ
ce	ce	PRON
n'	n'	ADV
est	être	AUX
pas	pas	ADV
,	,	PUNCT
à	à	ADP
notre	notre	DET
avis	avis	NOUN
,	,	PUNCT
un	un	DET
effort	effort	NOUN
de	de	ADP
nature	nature	NOUN
psychologique	psychologique	ADJ
qui	qui	PRON
dégage	dégager	VERB
ici	ici	ADV
la	le	DET
ressemblance	ressemblance	NOUN
:	:	PUNCT
cette	ce	DET
ressemblance	ressemblance	NOUN
agit	agir	VERB
objectivement	objectivement	ADV
comme	comme	ADP
une	un	DET
force	force	NOUN
,	,	PUNCT
et	et	CCONJ
provoque	provoque	VERB
des	un	DET
réactions	réaction	NOUN
identiques	identique	ADJ
en	en	ADP
vertu	vertu	NOUN
de	de	ADP
la	le	DET
loi	loi	NOUN
toute	tout	ADJ
physique	physique	ADJ
qui	qui	PRON
veut	vouloir	VERB
que	que	SCONJ
les	le	DET
mêmes	même	ADJ
effets	effet	NOUN
d'	de	ADP
ensemble	ensemble	NOUN
suivent	suivent	ADV
les	le	DET
mêmes	même	ADJ
causes	cause	NOUN
profondes	profond	ADJ
.	.	PUNCT
Parce	parce	SCONJ
que	que	SCONJ
l'	le	DET
acide	acide	NOUN
chlorhydrique	chlorhydrique	ADJ
agit	agir	VERB
toujours	toujours	ADV
de	de	ADP
la	le	DET
même	même	ADJ
manière	manière	NOUN
sur	sur	ADP
le	le	DET
carbonate	carbonate	NOUN
de	de	ADP
chaux	chaux	NOUN
-qu'	-qu'	SCONJ
il	il	PRON
soit	être	AUX
marbre	marbr	ADJ
ou	ou	CCONJ
craie	craie	NOUN
,	,	PUNCT
-	-	PUNCT
dira	dire	VERB
-t	-t	PART
-on	on	PRON
que	que	SCONJ
l'	le	DET
acide	acide	NOUN
démêle	démêle	NOUN
entre	entre	ADP
les	le	DET
espèces	espèce	NOUN
les	le	DET
traits	trait	NOUN
caractéristiques	caractéristique	NOUN
d'	de	ADP
un	un	DET
genre	genre	NOUN
?	?	PUNCT
Or	or	CCONJ
,	,	PUNCT
il	il	PRON
n'	n'	ADV
y	y	PRON
a	avoir	VERB
pas	pas	ADV
de	de	DET
différence	différence	NOUN
essentielle	essentiel	ADJ
entre	entre	ADP
l'	le	DET
opération	opération	NOUN
par	par	ADP
laquelle	lequel	PRON
cet	ce	DET
acide	acide	NOUN
tire	tir	ADJ
du	de	DET
sel	sel	ADJ
sa	son	DET
base	base	NOUN
et	et	CCONJ
l'	le	DET
acte	acte	NOUN
de	de	ADP
la	le	DET
plante	plante	NOUN
qui	qui	PRON
extrait	extraire	VERB
invariablement	invariablement	ADV
des	un	DET
sols	sol	NOUN
les	le	DET
plus	plus	ADV
divers	divers	ADJ
les	le	DET
mêmes	même	ADJ
éléments	élément	NOUN
qui	qui	PRON
doivent	devoir	VERB
lui	lui	PRON
servir	servir	NOUN
de	de	ADP
nourriture	nourriture	NOUN
.	.	PUNCT
Faites	faite	NOUN
maintenant	maintenant	ADV
un	un	DET
pas	pas	NOUN
de	de	ADP
plus	plus	ADV
;	;	PUNCT
imaginez	imaginer	VERB
une	un	DET
conscience	conscience	NOUN
rudimentaire	rudimentaire	ADJ
comme	comme	ADP
peut	pouvoir	VERB
être	être	AUX
celle	celle	VERB
de	de	ADP
l'	le	DET
amibe	amibe	NOUN
s'	se	PRON
agitant	agiter	VERB
dans	dans	ADP
une	un	DET
goutte	goutte	NOUN
d'	de	ADP
eau	eau	NOUN
:	:	PUNCT
l'	le	DET
animalcule	animalcule	NOUN
sentira	sentir	VERB
la	le	DET
ressemblance	ressemblance	NOUN
,	,	PUNCT
et	et	CCONJ
non	non	ADV
pas	pas	ADV
la	le	DET
différence	différence	NOUN
,	,	PUNCT
des	un	DET
diverses	divers	ADJ
substances	substance	NOUN
organiques	organique	ADJ
qu'	que	SCONJ
il	il	PRON
peut	pouvoir	VERB
s'	se	PRON
assimiler	assimiler	VERB
.	.	PUNCT
Bref	bref	ADV
,	,	PUNCT
on	on	PRON
suit	suivre	VERB
du	de	DET
minéral	minéral	NOUN
à	à	ADP
la	le	DET
plante	plante	NOUN
,	,	PUNCT
de	de	ADP
la	le	DET
plante	plante	NOUN
aux	à	ADP
plus	plus	ADV
simples	simple	ADJ
êtres	être	NOUN
