form	lemma	POS
"
"	"
"	SPACE
Quelle	quell	ADJ
ne	ne	ADV
devrait	devoir	VERB
pas	pas	ADV
être	être	AUX
notre	notre	DET
confusion	confusion	NOUN
,	,	PUNCT
maintenant	maintenant	ADV
,	,	PUNCT
si	si	SCONJ
nous	nous	PRON
nous	nous	PRON
comparions	comparer	VERB
à	à	ADP
l'	le	DET
animal	animal	NOUN
sur	sur	ADP
ce	ce	DET
point	point	NOUN
!	!	PUNCT
Très	très	ADV
probablement	probablement	ADV
l'	le	DET
animal	animal	NOUN
ignore	ignore	VERB
la	le	DET
superstition	superstition	NOUN
.	.	PUNCT
Nous	nous	PRON
ne	ne	ADV
savons	savoir	VERB
guère	guère	ADV
ce	ce	PRON
qui	qui	PRON
se	se	PRON
passe	passer	VERB
dans	dans	ADP
des	un	DET
consciences	conscience	NOUN
autres	autre	ADJ
que	que	SCONJ
la	le	DET
nôtre	nôtre	NOUN
;	;	PUNCT
mais	mais	CCONJ
comme	comme	ADP
les	le	DET
états	état	NOUN
religieux	religieux	ADJ
se	se	PRON
traduisent	traduire	VERB
d'	de	ADP
ordinaire	ordinaire	NOUN
par	par	ADP
des	un	DET
attitudes	attitude	NOUN
et	et	CCONJ
par	par	ADP
des	un	DET
actes	acte	NOUN
,	,	PUNCT
nous	nous	PRON
serions	être	VERB
bien	bien	ADV
avertis	avertir	VERB
par	par	ADP
quelque	quelque	DET
signe	signe	NOUN
si	si	SCONJ
l'	le	DET
animal	animal	NOUN
était	être	AUX
capable	capable	ADJ
de	de	ADP
religiosité	religiosité	NOUN
.	.	PUNCT
Force	force	NOUN
nous	nous	PRON
est	être	AUX
donc	donc	ADV
d'	de	ADP
en	en	PRON
prendre	prendre	VERB
notre	notre	DET
parti	parti	NOUN
.	.	PUNCT
L'	le	DET
homo	homo	NOUN
sapiens	sapiens	ADJ
,	,	PUNCT
seul	seul	ADJ
être	être	AUX
doué	douer	VERB
de	de	ADP
raison	raison	NOUN
,	,	PUNCT
est	être	AUX
le	le	DET
seul	seul	ADJ
aussi	aussi	ADV
qui	qui	PRON
puisse	pouvoir	VERB
suspendre	suspendre	VERB
son	son	DET
existence	existence	NOUN
à	à	ADP
des	un	DET
choses	chose	NOUN
déraisonnables	déraisonnable	ADJ
.	.	PUNCT
