form	lemma	POS
"
"	"
"	SPACE
Déjà	déjà	ADV
l'	le	DET
histoire	histoire	NOUN
des	de	ADP
idées	idée	NOUN
en	en	ADP
témoigne	témoigne	VERB
.	.	PUNCT
De	de	ADP
la	le	DET
pensée	pensée	NOUN
socratique	socratique	ADJ
,	,	PUNCT
suivie	suivre	VERB
dans	dans	ADP
deux	deux	NUM
sens	sens	NOUN
contraires	contraire	ADJ
qui	qui	PRON
chez	chez	ADP
Socrate	socrate	NOUN
étaient	être	AUX
complémentaires	complémentaire	ADJ
,	,	PUNCT
sont	être	AUX
sorties	sortir	VERB
les	le	DET
doctrines	doctrine	NOUN
cyrénaïque	cyrénaïque	ADJ
et	et	CCONJ
cynique	cynique	ADJ
:	:	PUNCT
l'	le	DET
une	un	PRON
voulait	vouloir	VERB
qu'	que	SCONJ
on	on	PRON
demandât	demander	VERB
à	à	ADP
la	le	DET
vie	vie	NOUN
le	le	DET
plus	plus	ADV
grand	grand	ADJ
nombre	nombre	NOUN
possible	possible	ADJ
de	de	ADP
satisfactions	satisfaction	NOUN
,	,	PUNCT
l'	le	DET
autre	autre	PRON
qu'	qu'	PRON
on	on	PRON
apprît	apprendre	VERB
à	à	ADP
s'	se	PRON
en	en	PRON
passer	passer	VERB
.	.	PUNCT
Elles	lui	PRON
se	se	PRON
prolongèrent	prolonger	VERB
dans	dans	ADP
l'	le	DET
épicurisme	épicurisme	NOUN
et	et	CCONJ
le	le	DET
stoïcisme	stoïcisme	NOUN
avec	avec	ADP
leurs	leur	DET
deux	deux	NUM
principes	principe	NOUN
opposés	opposer	ADJ
,	,	PUNCT
relâchement	relâchement	ADV
et	et	CCONJ
tension	tension	NOUN
.	.	PUNCT
Si	si	SCONJ
l'	le	DET
on	on	PRON
doutait	douter	VERB
de	de	ADP
la	le	DET
communauté	communauté	NOUN
d'	de	ADP
essence	essence	NOUN
entre	entre	ADP
les	le	DET
deux	deux	NUM
états	état	NOUN
d'	de	ADP
âme	âme	NOUN
auxquels	auxquels	PRON
ces	ce	DET
principes	principe	NOUN
correspondent	correspondent	ADV
,	,	PUNCT
il	il	PRON
suffirait	suffire	VERB
de	de	ADP
remarquer	remarquer	VERB
que	que	SCONJ
dans	dans	ADP
l'	le	DET
école	école	NOUN
épicurienne	épicurienne	VERB
elle-même	lui-même	PRON
,	,	PUNCT
à	à	ADP
côté	côté	NOUN
de	de	ADP
l'	le	DET
épicurisme	épicurisme	NOUN
populaire	populaire	ADJ
qui	qui	PRON
était	être	AUX
la	le	DET
recherche	recherche	NOUN
souvent	souvent	ADV
effrénée	effréner	VERB
du	de	DET
plaisir	plaisir	NOUN
,	,	PUNCT
il	il	PRON
y	y	PRON
eut	avoir	VERB
l'	le	DET
épicurisme	épicurisme	NOUN
d'	de	ADP
Épicure	épicure	NOUN
,	,	PUNCT
d'	de	ADP
après	après	ADP
lequel	lequel	PRON
le	le	DET
plaisir	plaisir	NOUN
