form	lemma	POS
"
"	"
"	SPACE
Maintenant	maintenant	ADV
,	,	PUNCT
rien	rien	PRON
n'	n'	ADV
empêche	empêche	VERB
de	de	ADP
supposer	supposer	VERB
que	que	SCONJ
chacun	chacun	PRON
de	de	ADP
nous	nous	PRON
trace	tracer	VERB
dans	dans	ADP
l'	le	DET
espace	espace	NOUN
un	un	DET
mouvement	mouvement	NOUN
ininterrompu	ininterrompu	VERB
du	de	DET
commencement	commencement	NOUN
à	à	ADP
la	le	DET
fin	fin	NOUN
de	de	ADP
sa	son	DET
vie	vie	NOUN
consciente	conscient	ADJ
.	.	PUNCT
Il	il	PRON
pourrait	pouvoir	VERB
marcher	marcher	X
nuit	nuit	ADJ
et	et	CCONJ
jour	jour	NOUN
.	.	PUNCT
Il	il	PRON
accomplirait	accomplir	VERB
ainsi	ainsi	ADV
un	un	DET
voyage	voyage	NOUN
coextensif	coextensif	ADJ
à	à	ADP
sa	son	DET
vie	vie	NOUN
consciente	conscient	ADJ
.	.	PUNCT
Toute	tout	ADJ
son	son	DET
histoire	histoire	NOUN
se	se	PRON
déroulerait	dérouler	VERB
alors	alors	ADV
dans	dans	ADP
un	un	DET
Temps	temps	NOUN
mesurable	mesurable	ADJ
.	.	PUNCT
