form	lemma	POS
"
"	"
"	SPACE
Entre	entre	ADP
l'	le	DET
observateur	observateur	NOUN
en	en	ADP
S	s	NOUN
(	(	PUNCT
s'	s'	SCONJ
il	il	PRON
devenait	devenir	VERB
réel	réel	ADJ
)	)	PUNCT
et	et	CCONJ
l'	le	DET
observateur	observateur	NOUN
réel	réel	ADJ
en	en	ADP
S	s	NOUN
""""	""""	PUNCT
la	le	DET
réciprocité	réciprocité	NOUN
est	être	AUX
d'	de	ADP
ailleurs	ailleurs	ADV
parfaite	parfait	ADJ
.	.	PUNCT
L'	le	DET
observateur	observateur	NOUN
fantasmatique	fantasmatique	ADJ
en	en	ADP
S	s	NOUN
,	,	PUNCT
redevenu	redevenir	VERB
réel	réel	ADJ
,	,	PUNCT
retrouverait	retrouver	VERB
aussitôt	aussitôt	ADV
le	le	DET
temps	temps	NOUN
réel	réel	ADJ
du	de	DET
système	système	NOUN
S	s	ADJ
""""	""""	PUNCT
,	,	PUNCT
puisque	puisque	SCONJ
son	son	DET
système	système	NOUN
se	se	PRON
serait	être	AUX
immobilisé	immobiliser	VERB
,	,	PUNCT
puisque	puisque	SCONJ
le	le	DET
physicien	physicien	NOUN
réel	réel	ADJ
s'	se	PRON
y	y	PRON
serait	être	AUX
transporté	transporté	NOUN
,	,	PUNCT
puisque	puisque	SCONJ
les	le	DET
deux	deux	NUM
systèmes	système	NOUN
,	,	PUNCT
en	en	ADP
tant	tant	ADV
que	que	SCONJ
référants	référant	NOUN
,	,	PUNCT
sont	être	AUX
interchangeables	interchangeabler	VERB
.	.	PUNCT
En	en	ADP
S	s	NOUN
""""	""""	PUNCT
aurait	avoir	AUX
passé	passer	VERB
le	le	DET
temps	temps	NOUN
fantasmatique	fantasmatique	ADJ
.	.	PUNCT
