form	lemma	POS
"
"	"
"	SPACE
Tout	tout	ADV
de	de	ADP
suite	suite	NOUN
apparaît	apparaître	VERB
alors	alors	ADV
que	que	SCONJ
les	le	DET
deux	deux	NUM
systèmes	système	NOUN
sont	être	AUX
interchangeables	interchangeabler	VERB
,	,	PUNCT
et	et	CCONJ
qu'	que	SCONJ
il	il	PRON
se	se	PRON
passera	passer	VERB
en	en	ADP
M	m	NOUN
'	'	PUNCT
exactement	exactemer	VERB
la	le	DET
même	même	ADJ
chose	chose	NOUN
qu'	que	SCONJ
au	au	DET
point	point	NOUN
correspondant	correspondre	VERB
M.	monsieur	NOUN
Si	si	SCONJ
M	M	PROPN
est	être	AUX
le	le	DET
milieu	milieu	NOUN
de	de	ADP
AB	AB	PROPN
,	,	PUNCT
et	et	CCONJ
que	que	SCONJ
ce	ce	PRON
soit	être	AUX
en	en	ADP
M	m	NOUN
qu'	que	SCONJ
on	on	PRON
perçoive	percevoir	VERB
une	un	DET
simultanéité	simultanéité	NOUN
sur	sur	ADP
la	le	DET
voie	voie	NOUN
,	,	PUNCT
c'	ce	PRON
est	être	AUX
en	en	ADP
M	m	NOUN
,	,	PUNCT
milieu	milieu	NOUN
de	de	ADP
B	b	NOUN
'	'	PUNCT
A	a	NOUN
'	'	PUNCT
,	,	PUNCT
qu'	que	SCONJ
on	on	PRON
percevra	percevoir	VERB
cette	ce	DET
même	même	ADJ
simultanéité	simultanéité	NOUN
dans	dans	ADP
le	le	DET
train	train	NOUN
.	.	PUNCT
