form	lemma	POS
"
"	"
"	SPACE
Il	il	PRON
est	être	AUX
rare	rare	ADJ
,	,	PUNCT
d'	de	ADP
ailleurs	ailleurs	ADV
,	,	PUNCT
que	que	SCONJ
les	le	DET
deux	deux	NUM
opérations	opération	NOUN
s'	se	PRON
accomplissent	accomplir	VERB
isolément	isolément	ADJ
et	et	CCONJ
qu'	que	SCONJ
on	on	PRON
les	le	PRON
trouve	trouve	VERB
à	à	ADP
l'	le	DET
état	état	NOUN
pur	pur	ADJ
.	.	PUNCT
La	le	DET
plupart	plupart	NOUN
des	de	ADP
actes	acte	NOUN
de	de	ADP
rappel	rappel	NOUN
comprennent	comprennent	NOUN
à	à	ADP
la	le	DET
fois	fois	NOUN
une	un	DET
descente	descente	NOUN
du	de	DET
schéma	schéma	NOUN
vers	vers	ADP
l'	le	DET
image	image	NOUN
et	et	CCONJ
une	un	DET
promenade	promenade	NOUN
parmi	parmi	ADP
les	le	DET
images	image	NOUN
elles	elle	ADJ
-	-	PUNCT
mêmes	même	PRON
.	.	PUNCT
Mais	mais	CCONJ
cela	cela	PRON
revient	revenir	VERB
à	à	ADP
dire	dire	VERB
,	,	PUNCT
comme	comme	SCONJ
nous	nous	PRON
l'	le	DET
indiquions	indiquion	NOUN
au	au	DET
début	début	NOUN
de	de	ADP
cette	ce	DET
étude	étude	NOUN
,	,	PUNCT
qu'	que	SCONJ
un	un	DET
acte	acte	NOUN
de	de	ADP
mémoire	mémoire	NOUN
renferme	renferm	ADJ
d'	de	ADP
ordinaire	ordinaire	VERB
une	un	DET
part	part	NOUN
d'	de	ADP
effort	effort	NOUN
et	et	CCONJ
une	un	DET
part	part	NOUN
d'	de	ADP
automatisme	automatisme	NOUN
.	.	PUNCT
Je	je	PRON
pense	pense	VERB
en	en	ADP
ce	ce	DET
moment	moment	NOUN
à	à	ADP
un	un	DET
long	long	ADJ
voyage	voyage	NOUN
que	que	SCONJ
je	je	PRON
fis	fis	DET
autrefois	autrefoi	NOUN
.	.	PUNCT
Les	le	DET
incidents	incident	NOUN
de	de	ADP
ce	ce	DET
voyage	voyage	NOUN
me	me	PRON
reviennent	revenir	VERB
à	à	ADP
l'	le	DET
esprit	esprit	NOUN
dans	dans	ADP
un	un	DET
ordre	ordre	NOUN
quelconque	quelconque	ADJ
,	,	PUNCT
s'	se	PRON
appelant	appeler	VERB
mécaniquement	mécaniquement	ADV
les	le	DET
uns	uns	PROPN
les	le	DET
autres	autre	ADJ
.	.	PUNCT
Mais	mais	CCONJ
si	si	SCONJ
je	je	PRON
fais	faire	VERB
effort	effort	ADJ
pour	pour	ADP
m'	me	PRON
en	en	PRON
remémorer	remémorer	VERB
telle	tel	ADJ
ou	ou	CCONJ
telle	tel	ADJ
période	période	NOUN
,	,	PUNCT
c'	ce	PRON
est	être	VERB
que	que	SCONJ
je	je	PRON
vais	aller	VERB
du	de	DET
tout	tout	NOUN
de	de	ADP
la	le	DET
période	période	NOUN
aux	à	ADP
parties	party	NOUN
qui	qui	PRON
la	le	DET
composent	composent	ADV
,	,	PUNCT
le	le	DET
tout	tout	NOUN
m'	me	PRON
apparaissant	apparaître	VERB
d'	de	ADP
abord	abord	ADV
comme	comme	ADP
un	un	DET
schéma	schéma	NOUN
indivisé	indiviser	VERB
,	,	PUNCT
avec	avec	ADP
une	un	DET
certaine	certain	ADJ
coloration	coloration	NOUN
affective	affectif	ADJ
.	.	PUNCT
Souvent	souvent	ADV
d'	de	ADP
ailleurs	ailleurs	ADV
les	le	DET
images	image	NOUN
,	,	PUNCT
après	après	ADP
avoir	avoir	AUX
simplement	simplement	ADV
joué	jouer	VERB
entre	entre	ADP
elles	lui	PRON
,	,	PUNCT
me	me	PRON
demandent	demander	VERB
de	de	ADP
recourir	recourir	VERB
au	au	DET
schéma	schéma	NOUN
pour	pour	ADP
les	le	DET
compléter	compléter	VERB
.	.	PUNCT
Mais	mais	CCONJ
quand	quand	SCONJ
j'	je	PRON
ai	avoir	VERB
le	le	DET
sentiment	sentiment	NOUN
de	de	ADP
l'	le	DET
effort	effort	NOUN
,	,	PUNCT
c'	ce	PRON
est	être	VERB
sur	sur	ADP
le	le	DET
trajet	trajet	NOUN
du	de	DET
schéma	schéma	NOUN
à	à	ADP
l'	le	DET
image	image	NOUN
.	.	PUNCT
