form	lemma	POS
"
"	"
"	SPACE
Au	au	DET
cours	cours	NOUN
de	de	ADP
la	le	DET
grande	grand	ADJ
guerre	guerre	NOUN
,	,	PUNCT
des	un	DET
journaux	journal	NOUN
et	et	CCONJ
des	de	ADP
revues	revue	NOUN
se	se	PRON
détournaient	détourner	VERB
parfois	parfois	ADV
des	un	DET
terribles	terrible	NOUN
inquiétudes	inquiétude	NOUN
du	de	DET
présent	présent	NOUN
pour	pour	ADP
penser	penser	VERB
à	à	ADP
ce	ce	PRON
qui	qui	PRON
se	se	PRON
passerait	passer	VERB
plus	plus	ADV
tard	tard	ADV
,	,	PUNCT
une	un	DET
fois	fois	NOUN
la	le	DET
paix	paix	NOUN
rétablie	rétablir	VERB
.	.	PUNCT
L'	le	DET
avenir	avenir	NOUN
de	de	ADP
la	le	DET
littérature	littérature	NOUN
,	,	PUNCT
en	en	ADP
particulier	particulier	ADJ
,	,	PUNCT
les	le	DET
préoccupait	préoccupait	NOUN
.	.	PUNCT
On	on	PRON
vint	venir	VERB
un	un	DET
jour	jour	NOUN
me	me	PRON
demander	demander	VERB
comment	comment	ADV
je	je	PRON
me	me	PRON
le	le	DET
représentais	représentai	NOUN
.	.	PUNCT
Je	je	PRON
déclarai	déclarer	VERB
,	,	PUNCT
un	un	DET
peu	peu	ADV
confus	confus	PROPN
,	,	PUNCT
que	que	SCONJ
je	je	PRON
ne	ne	ADV
me	me	PRON
le	le	DET
représentais	représentai	NOUN
pas	pas	ADV
.	.	PUNCT
""""	""""	PUNCT
N'	n'	ADV
apercevez	apercevoir	VERB
-vous	vous	PRON
pas	pas	ADV
tout	tout	ADV
au	au	DET
moins	moins	ADV
,	,	PUNCT
me	me	PRON
dit	dire	VERB
-on	on	PRON
,	,	PUNCT
certaines	certain	DET
directions	direction	NOUN
possibles	possible	ADJ
?	?	PUNCT
Admettons	admetton	NOUN
qu'	que	SCONJ
on	on	PRON
ne	ne	ADV
puisse	pouvoir	VERB
prévoir	prévoir	VERB
le	le	DET
détail	détail	NOUN
;	;	PUNCT
vous	vous	PRON
avez	avoir	VERB
du	de	DET
moins	moins	ADV
,	,	PUNCT
vous	vous	PRON
philosophe	philosophe	NOUN
,	,	PUNCT
une	un	DET
idée	idée	NOUN
de	de	ADP
l'	le	DET
ensemble	ensemble	NOUN
.	.	PUNCT
Comment	comment	ADV
concevez	concevoir	VERB
-vous	vous	PRON
,	,	PUNCT
par	par	ADP
exemple	exemple	NOUN
,	,	PUNCT
la	le	DET
grande	grand	ADJ
œuvre	œuvre	NOUN
dramatique	dramatique	ADJ
de	de	ADP
demain	demain	NOUN
?	?	PUNCT
""""	""""	PUNCT
Je	je	PRON
me	me	PRON
rappellerai	rappeler	VERB
toujours	toujours	ADV
la	le	DET
surprise	surprise	NOUN
de	de	ADP
mon	mon	DET
interlocuteur	interlocuteur	NOUN
quand	quand	SCONJ
je	je	PRON
lui	lui	PRON
répondis	répondi	NOUN
:	:	PUNCT
""""	""""	PUNCT
Si	si	SCONJ
je	je	PRON
savais	savoir	VERB
ce	ce	PRON
que	que	PRON
sera	être	AUX
la	le	DET
grande	grand	ADJ
œuvre	œuvre	NOUN
dramatique	dramatique	ADJ
de	de	ADP
demain	demain	NOUN
,	,	PUNCT
je	je	PRON
la	le	DET
ferais	ferai	NOUN
.	.	PUNCT
""""	""""	PUNCT
Je	je	PRON
vis	voir	VERB
bien	bien	ADV
qu'	que	SCONJ
il	il	PRON
concevait	concevoir	VERB
l'	le	DET
œuvre	œuvre	NOUN
future	future	NOUN
comme	comme	ADP
enfermée	enfermée	NOUN
,	,	PUNCT
dès	dès	ADP
alors	alors	ADV
,	,	PUNCT
dans	dans	ADP
je	je	PRON
ne	ne	ADV
sais	savoir	VERB
quelle	quel	DET
armoire	armoire	VERB
aux	à	ADP
possibles	possible	NOUN
;	;	PUNCT
je	je	PRON
devais	devoir	VERB
,	,	PUNCT
en	en	ADP
considération	considération	NOUN
de	de	ADP
mes	mon	DET
relations	relation	NOUN
déjà	déjà	ADV
anciennes	ancien	ADJ
avec	avec	ADP
la	le	DET
philosophie	philosophie	NOUN
,	,	PUNCT
avoir	avoir	AUX
obtenu	obtenir	VERB
d'	de	ADP
elle	lui	PRON
la	le	DET
clef	clef	NOUN
de	de	ADP
l'	le	DET
armoire	armoire	NOUN
.	.	PUNCT
""""	""""	PUNCT
Mais	mais	CCONJ
,	,	PUNCT
lui	lui	PRON
dis	dire	VERB
-je	je	PRON
,	,	PUNCT
l'	le	DET
œuvre	œuvre	NOUN
dont	dont	PRON
vous	vous	PRON
parlez	parler	VERB
n'	n'	ADV
est	être	AUX
pas	pas	ADV
encore	encore	ADV
possible	possible	ADJ
.	.	PUNCT
""""	""""	PUNCT
-	-	PUNCT
""""	""""	PUNCT
Il	il	PRON
faut	falloir	VERB
pourtant	pourtant	ADV
bien	bien	ADV
qu'	que	SCONJ
elle	lui	PRON
le	le	PRON
soit	être	VERB
,	,	PUNCT
puisqu'	puisque	SCONJ
elle	lui	PRON
se	se	PRON
réalisera	réaliser	VERB
.	.	PUNCT
""""	""""	PUNCT
-	-	PUNCT
""""	""""	PUNCT
Non	non	ADV
,	,	PUNCT
elle	lui	PRON
ne	ne	ADV
l'	l'	PRON
est	être	AUX
pas	pas	ADV
.	.	PUNCT
Je	je	PRON
vous	vous	PRON
accorde	accorde	VERB
,	,	PUNCT
tout	tout	ADV
au	au	DET
plus	plus	ADV
,	,	PUNCT
qu'	que	SCONJ
elle	lui	PRON
l'	l'	PRON
aura	avoir	AUX
été	être	AUX
.	.	PUNCT
""""	""""	PUNCT
-	-	PUNCT
""""	""""	PUNCT
Qu'	qu'	PRON
entendez	entendre	VERB
-vous	vous	PRON
par	par	ADP
là	là	ADV
?	?	PUNCT
""""	""""	PUNCT
-	-	PUNCT
""""	""""	PUNCT
C'	ce	PRON
est	être	AUX
bien	bien	ADV
simple	simple	ADJ
.	.	PUNCT
Qu'	qu'	PRON
un	un	DET
homme	homme	NOUN
de	de	ADP
talent	talent	NOUN
ou	ou	CCONJ
de	de	ADP
génie	génie	NOUN
surgisse	surgiss	ADJ
,	,	PUNCT
qu'	que	SCONJ
il	il	PRON
crée	créer	VERB
une	un	DET
oeuvre	oeuvre	NOUN
:	:	PUNCT
la	le	DET
voilà	voilà	NOUN
réelle	réelle	NOUN
et	et	CCONJ
par	par	ADP
là	là	ADV
même	même	ADJ
elle	lui	PRON
devient	devenir	VERB
rétrospectivement	rétrospectivement	ADV
ou	ou	CCONJ
rétroactivement	rétroactivement	NOUN
possible	possible	ADJ
.	.	PUNCT
Elle	lui	PRON
ne	ne	ADV
le	le	PRON
serait	être	AUX
pas	pas	ADV
,	,	PUNCT
elle	lui	PRON
ne	ne	ADV
l'	l'	PRON
aurait	avoir	AUX
pas	pas	ADV
été	être	AUX
,	,	PUNCT
si	si	SCONJ
cet	ce	DET
homme	homme	NOUN
n'	n'	ADV
avait	avoir	AUX
pas	pas	ADV
surgi	surgi	ADJ
.	.	PUNCT
C'	ce	PRON
est	être	VERB
pourquoi	pourquoi	ADV
je	je	PRON
vous	vous	PRON
dis	dire	VERB
qu'	que	SCONJ
elle	lui	PRON
aura	avoir	AUX
été	être	AUX
possible	possible	ADJ
aujourd'hui	aujourd'hui	ADV
,	,	PUNCT
