form	lemma	POS
"
"	"
"	SPACE
Dès	dès	ADP
son	son	DET
enfance	enfance	NOUN
,	,	PUNCT
M.	monsieur	NOUN
Ravaisson	Ravaisson	PROPN
avait	avoir	AUX
manifesté	manifester	VERB
des	un	DET
dispositions	disposition	NOUN
pour	pour	ADP
les	le	DET
arts	art	NOUN
en	en	ADP
général	général	NOUN
,	,	PUNCT
pour	pour	ADP
la	le	DET
peinture	peinture	NOUN
en	en	ADP
particulier	particulier	ADJ
.	.	PUNCT
Sa	son	DET
mère	mère	NOUN
,	,	PUNCT
artiste	artiste	VERB
de	de	ADP
talent	talent	NOUN
,	,	PUNCT
rêvait	rêver	VERB
peut-être	peut-être	ADV
de	de	ADP
faire	faire	VERB
de	de	ADP
lui	lui	PRON
un	un	DET
artiste	artiste	NOUN
.	.	PUNCT
Elle	lui	PRON
le	le	DET
mit	mit	NOUN
entre	entre	ADP
les	le	DET
mains	main	NOUN
du	de	DET
peintre	peintr	ADJ
Broc	Broc	PROPN
,	,	PUNCT
peut-être	peut-être	ADV
aussi	aussi	ADV
du	de	DET
dessinateur	dessinateur	NOUN
Chassériau	Chassériau	PROPN
,	,	PUNCT
qui	qui	PRON
fréquentait	fréquenter	VERB
la	le	DET
maison	maison	NOUN
.	.	PUNCT
L'	le	DET
un	un	PRON
et	et	CCONJ
l'	le	DET
autre	autre	PRON
étaient	étaient	NOUN
des	de	ADP
élèves	élève	NOUN
de	de	ADP
David	David	PROPN
.	.	PUNCT
Si	si	SCONJ
M.	monsieur	NOUN
Ravaisson	Ravaisson	PROPN
n'	n'	ADV
entendit	entendre	VERB
pas	pas	ADV
la	le	DET
grande	grand	ADJ
voix	voix	NOUN
du	de	DET
maître	maître	NOUN
,	,	PUNCT
du	de	DET
moins	moins	ADV
put	put	X
-il	il	PRON
en	en	PRON
recueillir	recueillir	VERB
l'	le	DET
écho	écho	NOUN
.	.	PUNCT
Ce	ce	PRON
ne	ne	ADV
fut	être	AUX
pas	pas	ADV
par	par	ADP
simple	simple	NOUN
amusement	amusement	ADV
qu'	que	SCONJ
il	il	PRON
apprit	apprendre	VERB
à	à	ADP
peindre	peindre	VERB
.	.	PUNCT
À	à	ADP
plusieurs	plusieurs	DET
reprises	reprise	NOUN
il	il	PRON
exposa	exposer	VERB
au	au	DET
Salon	Salon	PROPN
,	,	PUNCT
sous	sous	ADP
le	le	DET
nom	nom	NOUN
de	de	ADP
Laché	Laché	PROPN
,	,	PUNCT
des	un	DET
portraits	portrait	NOUN
qui	qui	PRON
furent	être	AUX
remarqués	remarquer	VERB
.	.	PUNCT
Il	il	PRON
dessinait	dessiner	VERB
surtout	surtout	ADV
,	,	PUNCT
et	et	CCONJ
ses	son	DET
dessins	dessin	NOUN
étaient	être	VERB
d'	de	ADP
une	un	DET
grâce	grâce	NOUN
exquise	exquise	NOUN
.	.	PUNCT
Ingres	ingre	NOUN
lui	lui	PRON
disait	dire	VERB
:	:	PUNCT
""""	""""	PUNCT
Vous	vous	PRON
avez	avoir	VERB
le	le	DET
charme	charme	NOUN
.	.	PUNCT
""""	""""	PUNCT
À	à	ADP
quel	quel	DET
moment	moment	NOUN
se	se	PRON
manifesta	manifester	VERB
sa	son	DET
prédilection	prédilection	NOUN
pour	pour	ADP
la	le	DET
peinture	peinture	NOUN
italienne	italien	ADJ
?	?	PUNCT
De	de	ADP
bonne	bon	ADJ
heure	heure	NOUN
sans	sans	ADP
doute	doute	NOUN
,	,	PUNCT
car	car	CCONJ
dès	dès	ADP
l'	le	DET
âge	âge	NOUN
de	de	ADP
seize	seize	NOUN
ou	ou	CCONJ
dix-sept	dix-sept	NUM
ans	an	NOUN
il	il	PRON
exécutait	exécuter	VERB
des	un	DET
copies	copie	NOUN
du	de	DET
Titien	titien	NOUN
.	.	PUNCT
Mais	mais	CCONJ
il	il	PRON
ne	ne	ADV
paraît	paraître	VERB
pas	pas	ADV
douteux	douteux	ADJ
que	que	SCONJ
la	le	DET
période	période	NOUN
comprise	comprendre	VERB
entre	entre	ADP
1835	1835	NUM
et	et	CCONJ
1845	1845	NUM
date	date	NOUN
l'	le	DET
étude	étude	NOUN
plus	plus	ADV
approfondie	approfondir	VERB
qu'	que	SCONJ
il	il	PRON
fit	faire	VERB
de	de	ADP
l'	le	DET
art	art	NOUN
italien	italien	ADJ
de	de	ADP
la	le	DET
Renaissance	renaissance	NOUN
.	.	PUNCT
Et	et	CCONJ
c'	ce	PRON
est	être	VERB
à	à	ADP
la	le	DET
même	même	ADJ
période	période	NOUN
qu'	que	SCONJ
il	il	PRON
faut	falloir	VERB
faire	faire	AUX
remonter	remonter	VERB
l'	le	DET
influence	influence	NOUN
que	que	SCONJ
prit	prendre	VERB
et	et	CCONJ
garda	garder	VERB
sur	sur	ADP
lui	lui	PRON
le	le	DET
maître	maître	NOUN
qui	qui	PRON
ne	ne	ADV
cessa	cesser	VERB
jamais	jamais	ADV
d'	de	ADP
être	être	AUX
à	à	ADP
ses	son	DET
yeux	oeil	NOUN
la	le	DET
personnification	personnification	NOUN
même	même	ADV
de	de	ADP
l'	le	DET
art	art	NOUN
,	,	PUNCT
Léonard	Léonard	PROPN
de	de	ADP
Vinci	Vinci	PROPN
.	.	PUNCT
