form	lemma	POS
"
"	"
"	SPACE
Les	le	DET
mathématiques	mathématique	NOUN
nous	nous	PRON
fournissent	fournir	VERB
,	,	PUNCT
en	en	ADP
effet	effet	NOUN
,	,	PUNCT
l'	le	DET
image	image	NOUN
d'	de	ADP
une	un	DET
préformation	préformation	NOUN
de	de	ADP
ce	ce	DET
genre	genre	NOUN
.	.	PUNCT
Le	le	DET
même	même	ADJ
mouvement	mouvemer	VERB
par	par	ADP
lequel	lequel	PRON
on	on	PRON
trace	tracer	VERB
une	un	DET
circonférence	circonférence	NOUN
dans	dans	ADP
un	un	DET
plan	plan	NOUN
engendre	engendre	VERB
toutes	tout	ADJ
les	le	DET
propriétés	propriété	NOUN
de	de	ADP
cette	ce	DET
figure	figure	NOUN
:	:	PUNCT
en	en	ADP
ce	ce	DET
sens	sens	NOUN
,	,	PUNCT
un	un	DET
nombre	nombre	NOUN
indéfini	indéfini	ADJ
de	de	ADP
théorèmes	théorème	NOUN
préexistent	préexister	VERB
au	au	DET
sein	sein	NOUN
de	de	ADP
la	le	DET
définition	définition	NOUN
,	,	PUNCT
bien	bien	ADV
que	que	SCONJ
destinés	destiner	VERB
à	à	ADP
se	se	PRON
dérouler	dérouler	VERB
dans	dans	ADP
la	le	DET
durée	durée	NOUN
pour	pour	ADP
le	le	DET
mathématicien	mathématicien	NOUN
qui	qui	PRON
les	le	DET
déduira	déduira	NOUN
.	.	PUNCT
Il	il	PRON
est	être	VERB
vrai	vrai	ADJ
que	que	SCONJ
nous	nous	PRON
sommes	être	VERB
ici	ici	ADV
dans	dans	ADP
le	le	DET
domaine	domaine	NOUN
de	de	ADP
la	le	DET
quantité	quantité	NOUN
pure	pur	NOUN
,	,	PUNCT
et	et	CCONJ
que	que	SCONJ
,	,	PUNCT
les	le	DET
propriétés	propriété	NOUN
géométriques	géométrique	ADJ
pouvant	pouvoir	VERB
se	se	PRON
mettre	mettre	VERB
sous	sous	ADP
forme	forme	NOUN
d'	de	ADP
égalités	égalité	NOUN
,	,	PUNCT
on	on	PRON
conçoit	concevoir	VERB
très	très	ADV
bien	bien	ADV
qu'	que	SCONJ
une	un	DET
première	premier	ADJ
équation	équation	NOUN
,	,	PUNCT
exprimant	exprimer	VERB
la	le	DET
propriété	propriété	NOUN
fondamentale	fondamental	ADJ
de	de	ADP
la	le	DET
figure	figure	NOUN
,	,	PUNCT
se	se	PRON
transforme	transforme	VERB
en	en	ADP
une	un	DET
multitude	multitude	NOUN
indéfinie	indéfini	ADJ
d'	de	ADP
équations	équation	NOUN
nouvelles	nouveau	ADJ
,	,	PUNCT
toutes	tout	ADJ
virtuellement	virtuellement	ADV
contenues	contenu	ADJ
dans	dans	ADP
celle	celui	PRON
-là	-là	PRON
.	.	PUNCT
Au	au	DET
contraire	contraire	NOUN
,	,	PUNCT
les	le	DET
phénomènes	phénomène	NOUN
physiques	physique	ADJ
qui	qui	PRON
se	se	PRON
