form	lemma	POS
"
"	"
"	SPACE
On	on	PRON
appelle	appeler	VERB
liberté	liberter	VERB
le	le	DET
rapport	rapport	NOUN
du	de	DET
moi	moi	NOUN
concret	concret	VERB
à	à	ADP
l'	le	DET
acte	acte	NOUN
qu'	qu'	PRON
il	il	PRON
accomplit	accomplir	VERB
.	.	PUNCT
Ce	ce	DET
rapport	rapport	NOUN
est	être	AUX
indéfinissable	indéfinissable	ADJ
,	,	PUNCT
précisément	précisément	ADV
parce	parce	SCONJ
que	que	SCONJ
nous	nous	PRON
sommes	être	AUX
libres	libre	ADJ
.	.	PUNCT
On	on	PRON
analyse	analyse	NOUN
,	,	PUNCT
en	en	ADP
effet	effet	NOUN
,	,	PUNCT
une	un	DET
chose	chose	NOUN
,	,	PUNCT
mais	mais	CCONJ
non	non	ADV
pas	pas	ADV
un	un	DET
progrès	progrès	NOUN
;	;	PUNCT
on	on	PRON
décompose	décompose	VERB
de	de	ADP
l'	le	DET
étendue	étendue	NOUN
,	,	PUNCT
mais	mais	CCONJ
non	non	ADV
pas	pas	ADV
de	de	ADP
la	le	DET
durée	durée	NOUN
.	.	PUNCT
Ou	ou	CCONJ
bien	bien	ADV
,	,	PUNCT
si	si	SCONJ
l'	le	DET
on	on	PRON
s'	se	PRON
obstine	obstine	VERB
à	à	ADP
analyser	analyser	VERB
quand	quand	SCONJ
même	même	ADV
,	,	PUNCT
on	on	PRON
transforme	transforme	VERB
inconsciemment	inconsciemment	ADV
le	le	DET
progrès	progrès	NOUN
en	en	ADP
chose	chose	NOUN
,	,	PUNCT
et	et	CCONJ
la	le	DET
durée	durée	NOUN
en	en	ADP
étendue	étendue	NOUN
.	.	PUNCT
Par	par	ADP
cela	cela	PRON
seul	seul	ADJ
qu'	que	SCONJ
on	on	PRON
prétend	prétendre	VERB
décomposer	décomposer	VERB
le	le	DET
temps	temps	NOUN
concret	concret	ADJ
,	,	PUNCT
on	on	PRON
en	en	ADP
déroule	déroule	VERB
les	le	DET
moments	moment	NOUN
dans	dans	ADP
l'	le	DET
espace	espace	NOUN
homogène	homogène	PROPN
;	;	PUNCT
à	à	ADP
la	le	DET
place	place	NOUN
du	de	DET
fait	fait	NOUN
s'	se	PRON
accomplissant	accomplir	VERB
on	on	PRON
met	mettre	VERB
le	le	DET
fait	fait	NOUN
accompli	accomplir	VERB
,	,	PUNCT
et	et	CCONJ
comme	comme	SCONJ
on	on	PRON
a	avoir	AUX
commencé	commencer	VERB
par	par	ADP
figer	figer	VERB
en	en	ADP
quelque	quelque	DET
sorte	sorte	NOUN
l'	le	DET
activité	activité	NOUN
du	de	DET
moi	moi	PRON
,	,	PUNCT
on	on	PRON
voit	voir	VERB
la	le	DET
spontanéité	spontanéité	NOUN
se	se	PRON
résoudre	résoudre	VERB
en	en	ADP
inertie	inertie	NOUN
et	et	CCONJ
la	le	DET
liberté	liberté	NOUN
en	en	ADP
nécessité	nécessité	NOUN
.	.	PUNCT
-	-	PUNCT
C'	ce	PRON
est	être	VERB
pourquoi	pourquoi	ADV
toute	tout	DET
définition	définition	NOUN
de	de	ADP
la	le	DET
liberté	liberté	NOUN
donnera	donner	VERB
raison	raison	NOUN
au	au	DET
déterminisme	déterminisme	NOUN
.	.	PUNCT
