form	lemma	POS
"
"	"
"	SPACE
À	à	ADP
vrai	vrai	ADJ
dire	dire	VERB
,	,	PUNCT
la	le	DET
psychophysique	psychophysique	NOUN
n'	n'	ADV
a	avoir	AUX
fait	faire	VERB
que	que	SCONJ
formuler	formuler	VERB
avec	avec	ADP
précision	précision	NOUN
et	et	CCONJ
pousser	pousser	VERB
à	à	ADP
ses	son	DET
conséquences	conséquence	NOUN
extrêmes	extrême	NOUN
une	un	DET
conception	conception	NOUN
familière	familier	ADJ
au	au	DET
sens	sens	NOUN
commun	commun	ADJ
.	.	PUNCT
Comme	comme	SCONJ
nous	nous	PRON
parlons	parler	VERB
plutôt	plutôt	ADV
que	que	SCONJ
nous	nous	PRON
ne	ne	ADV
pensons	penser	VERB
,	,	PUNCT
comme	comme	ADP
aussi	aussi	ADV
les	le	DET
objets	objet	NOUN
extérieurs	extérieur	NOUN
,	,	PUNCT
qui	qui	PRON
sont	être	AUX
du	de	DET
domaine	domaine	NOUN
commun	commun	ADJ
,	,	PUNCT
ont	avoir	VERB
plus	plus	ADV
d'	d'	DET
importance	importance	NOUN
pour	pour	ADP
nous	nous	PRON
que	que	SCONJ
les	le	DET
états	état	NOUN
subjectifs	subjectif	ADJ
par	par	ADP
lesquels	lequel	PRON
nous	nous	PRON
passons	passer	VERB
,	,	PUNCT
nous	nous	PRON
avons	avoir	VERB
tout	tout	DET
intérêt	intérêt	NOUN
à	à	ADP
objectiver	objectiver	VERB
ces	ce	DET
états	état	NOUN
en	en	ADP
y	y	PRON
introduisant	introduire	VERB
,	,	PUNCT
dans	dans	ADP
la	le	DET
plus	plus	ADV
large	large	ADJ
mesure	mesure	NOUN
possible	possible	ADJ
,	,	PUNCT
la	le	DET
représentation	représentation	NOUN
de	de	ADP
leur	leur	DET
cause	cause	NOUN
extérieure	extérieur	ADJ
.	.	PUNCT
Et	et	CCONJ
plus	plus	ADV
nos	notre	DET
connaissances	connaissance	NOUN
s'	se	PRON
accroissent	accroissent	ADV
,	,	PUNCT
plus	plus	ADV
nous	nous	PRON
apercevons	apercevoir	VERB
l'	le	DET
extensif	extensif	NOUN
derrière	derrière	ADP
l'	le	DET
intensif	intensif	NOUN
et	et	CCONJ
la	le	DET
quantité	quantité	NOUN
derrière	derrière	ADP
la	le	DET
qualité	qualité	NOUN
,	,	PUNCT
plus	plus	ADV
aussi	aussi	ADV
nous	nous	PRON
tendons	tendre	VERB
à	à	ADP
mettre	mettre	VERB
le	le	DET
premier	premier	ADJ
terme	terme	NOUN
dans	dans	ADP
le	le	DET
second	second	ADJ
,	,	PUNCT
et	et	CCONJ
à	à	ADP
traiter	traiter	VERB
nos	notre	DET
sensations	sensation	NOUN
comme	comme	ADP
des	un	DET
grandeurs	grandeur	NOUN
.	.	PUNCT
La	le	DET
physique	physique	NOUN
,	,	PUNCT
dont	dont	PRON
le	le	DET
rôle	rôle	NOUN
est	être	AUX
précisément	précisément	ADV
de	de	ADP
soumettre	soumettre	VERB
au	au	DET
calcul	calcul	NOUN
la	le	DET
cause	cause	NOUN
extérieure	extérieur	ADJ
de	de	ADP
nos	notre	DET
états	état	NOUN
internes	interne	ADJ
,	,	PUNCT
se	se	PRON
préoccupe	préoccupe	VERB
le	le	DET
moins	moins	ADV
possible	possible	ADJ
de	de	ADP
ces	ce	DET
états	état	NOUN
eux	lui	PRON
-	-	PRON
mêmes	même	PRON
-	-	PROPN
sans	sans	ADP
cesse	cesse	NOUN
,	,	PUNCT
et	et	CCONJ
de	de	ADP
parti	parti	PROPN
pris	prendre	VERB
,	,	PUNCT
elle	lui	PRON
les	le	PRON
confond	confondre	VERB
avec	avec	ADP
leur	leur	DET
cause	cause	NOUN
.	.	PUNCT
Elle	lui	PRON
encourage	encourager	VERB
donc	donc	ADV
et	et	CCONJ
exagère	exagère	NOUN
même	même	ADV
sur	sur	ADP
ce	ce	DET
point	point	NOUN
l'	le	DET
illusion	illusion	NOUN
du	de	DET
sens	sens	NOUN
commun	commun	ADJ
.	.	PUNCT
Le	le	DET
moment	moment	NOUN
devait	devoir	VERB
fatalement	fatalement	ADV
