form	lemma	POS
"
"	"
"	SPACE
Mais	mais	CCONJ
cette	ce	DET
méthode	méthode	NOUN
a	avoir	VERB
contre	contre	ADP
elle	lui	PRON
les	le	DET
habitudes	habitude	NOUN
les	le	DET
plus	plus	ADV
invétérées	invétéré	ADJ
de	de	ADP
l'	le	DET
esprit	esprit	NOUN
.	.	PUNCT
Elle	lui	PRON
suggère	suggérer	VERB
tout	tout	ADV
de	de	ADP
suite	suite	NOUN
l'	le	DET
idée	idée	NOUN
d'	de	ADP
un	un	DET
cercle	cercle	NOUN
vicieux	vicieux	ADJ
.	.	PUNCT
En	en	ADP
vain	vain	ADJ
,	,	PUNCT
nous	nous	PRON
dira	dire	VERB
-t	-t	PART
-on	on	PRON
,	,	PUNCT
vous	vous	PRON
prétendez	prétendre	VERB
aller	aller	VERB
plus	plus	ADV
loin	loin	ADV
que	que	SCONJ
l'	le	DET
intelligence	intelligence	NOUN
:	:	PUNCT
comment	comment	ADV
le	le	DET
ferezvous	ferezvou	NOUN
,	,	PUNCT
sinon	sinon	ADV
avec	avec	ADP
l'	le	DET
intelligence	intelligence	NOUN
même	même	ADV
?	?	PUNCT
Tout	tout	ADJ
ce	ce	PRON
qu'	qu'	PRON
il	il	PRON
y	y	PRON
a	avoir	VERB
d'	de	ADP
éclairé	éclairer	VERB
dans	dans	ADP
votre	votre	DET
conscience	conscience	NOUN
est	être	AUX
intelligence	intelligence	NOUN
.	.	PUNCT
Vous	vous	PRON
êtes	être	AUX
intérieur	intérieur	ADJ
à	à	ADP
votre	votre	DET
pensée	pensée	NOUN
,	,	PUNCT
vous	vous	PRON
ne	ne	ADV
sortirez	sortir	VERB
pas	pas	ADV
d'	de	ADP
elle	lui	PRON
.	.	PUNCT
Dites	dire	VERB
,	,	PUNCT
si	si	SCONJ
vous	vous	PRON
voulez	vouloir	VERB
,	,	PUNCT
que	que	SCONJ
l'	le	DET
intelligence	intelligence	NOUN
est	être	AUX
capable	capable	ADJ
de	de	ADP
progrès	progrès	NOUN
,	,	PUNCT
qu'	qu'	PRON
elle	lui	PRON
verra	voir	VERB
de	de	ADP
plus	plus	ADV
en	en	ADP
plus	plus	ADV
clair	clair	ADJ
dans	dans	ADP
un	un	DET
nombre	nombre	NOUN
de	de	ADP
plus	plus	ADV
en	en	ADP
plus	plus	ADV
grand	grand	ADJ
de	de	ADP
choses	chose	NOUN
.	.	PUNCT
Mais	mais	CCONJ
ne	ne	ADV
parlez	parler	VERB
pas	pas	ADV
de	de	ADP
l'	l'	PRON
engendrer	engendrer	VERB
,	,	PUNCT
car	car	CCONJ
c'	ce	PRON
est	être	VERB
avec	avec	ADP
votre	votre	DET
intelligence	intelligence	NOUN
encore	encore	ADV
que	que	SCONJ
vous	vous	PRON
en	en	PRON
feriez	feriez	NOUN
la	le	DET
genèse	genèse	NOUN
.	.	PUNCT
