form	lemma	POS
"
"	"
"	SPACE
Pourtant	pourtant	ADV
,	,	PUNCT
dans	dans	ADP
bien	bien	ADV
des	un	DET
cas	cas	NOUN
,	,	PUNCT
on	on	PRON
sent	sentir	VERB
craquer	craquer	VERB
le	le	DET
cadre	cadre	NOUN
.	.	PUNCT
Mais	mais	CCONJ
,	,	PUNCT
comme	comme	SCONJ
on	on	PRON
n'	n'	ADV
a	avoir	AUX
pas	pas	ADV
commencé	commencer	VERB
par	par	ADP
distinguer	distinguer	VERB
entre	entre	ADP
l'	le	DET
inerte	inerte	NOUN
et	et	CCONJ
le	le	DET
vivant	vivant	NOUN
,	,	PUNCT
l'	le	DET
un	un	DET
adapté	adapté	NOUN
par	par	ADP
avance	avance	NOUN
au	au	DET
cadre	cadre	NOUN
où	où	PRON
on	on	PRON
l'	le	DET
insère	insère	NOUN
,	,	PUNCT
l'	le	DET
autre	autre	ADJ
incapable	incapable	NOUN
d'	de	ADP
y	y	PRON
tenir	tenir	VERB
autrement	autrement	ADV
que	que	SCONJ
par	par	ADP
une	un	DET
convention	convention	NOUN
qui	qui	PRON
en	en	ADP
élimine	élimine	NOUN
l'	le	DET
essentiel	essentiel	NOUN
,	,	PUNCT
on	on	PRON
est	être	AUX
réduit	réduit	ADJ
à	à	ADP
frapper	frapper	VERB
d'	de	ADP
une	un	DET
égale	égal	ADJ
suspicion	suspicion	NOUN
tout	tout	ADJ
ce	ce	PRON
que	que	PRON
le	le	DET
cadre	cadre	NOUN
contient	contenir	VERB
.	.	PUNCT
A	à	ADP
un	un	DET
dogmatisme	dogmatisme	NOUN
métaphysique	métaphysique	ADJ
,	,	PUNCT
qui	qui	PRON
érigeait	ériger	VERB
en	en	ADP
absolu	absolu	NOUN
l'	le	DET
unité	unité	NOUN
factice	factice	ADJ
de	de	ADP
la	le	DET
science	science	NOUN
,	,	PUNCT
succédera	succéder	VERB
maintenant	maintenant	ADV
un	un	DET
scepticisme	scepticisme	NOUN
ou	ou	CCONJ
un	un	DET
relativisme	relativisme	NOUN
qui	qui	PRON
universalisera	universaliser	VERB
et	et	CCONJ
étendra	étendre	VERB
à	à	ADP
tous	tout	ADJ
les	le	DET
résultats	résultat	NOUN
de	de	ADP
la	le	DET
science	science	NOUN
le	le	DET
caractère	caractère	NOUN
artificiel	artificiel	ADJ
de	de	ADP
certains	certains	PRON
d'	de	ADP
entre	entre	ADP
eux	lui	PRON
.	.	PUNCT
Ainsi	ainsi	ADV
,	,	PUNCT
la	le	DET
philosophie	philosophie	NOUN
oscillera	osciller	VERB
désormais	désormais	ADV
entre	entre	ADP
la	le	DET
doctrine	doctrine	NOUN
qui	qui	PRON
tient	tenir	VERB
la	le	DET
réalité	réalité	NOUN
absolue	absolu	ADJ
pour	pour	ADP
inconnaissable	inconnaissable	ADJ
et	et	CCONJ
celle	celui	PRON
qui	qui	PRON
,	,	PUNCT
dans	dans	ADP
l'	le	DET
idée	idée	NOUN
qu'	qu'	PRON
elle	lui	PRON
nous	nous	PRON
donne	donne	VERB
de	de	ADP
cette	ce	DET
réalité	réalité	NOUN
,	,	PUNCT
ne	ne	ADV
dit	dire	VERB
rien	rien	PRON
de	de	ADP
plus	plus	ADV
que	que	SCONJ
ce	ce	PRON
que	que	PRON
disait	dire	VERB
la	le	DET
science	science	NOUN
.	.	PUNCT
Pour	pour	ADP
avoir	avoir	AUX
voulu	vouloir	VERB
prévenir	prévenir	VERB
tout	tout	DET
conflit	conflit	NOUN
entre	entre	ADP
la	le	DET
science	science	NOUN
et	et	CCONJ
la	le	DET
philosophie	philosophie	NOUN
,	,	PUNCT
on	on	PRON
aura	avoir	AUX
sacrifié	sacrifier	VERB
la	le	DET
philosophie	philosophie	NOUN
sans	sans	ADP
que	que	SCONJ
la	le	DET
science	science	NOUN
y	y	PRON
ait	avoir	AUX
gagné	gagner	VERB
grand'chose	grand'chose	NOUN
.	.	PUNCT
Et	et	CCONJ
pour	pour	ADP
avoir	avoir	AUX
prétendu	prétendre	ADJ
éviter	éviter	VERB
le	le	DET
cercle	cercle	NOUN
vicieux	vicieux	ADJ
apparent	apparer	VERB
qui	qui	PRON
consisterait	consister	VERB
à	à	ADP
user	user	VERB
de	de	ADP
l'	le	DET
intelligence	intelligence	NOUN
pour	pour	ADP
dépasser	dépasser	VERB
l'	le	DET
intelligence	intelligence	NOUN
,	,	PUNCT
on	on	PRON
tournera	tourner	VERB
dans	dans	ADP
un	un	DET
cercle	cercle	NOUN
bien	bien	ADV
réel	réel	ADJ
,	,	PUNCT
celui	celui	PRON
qui	qui	PRON
consiste	consiste	VERB
à	à	ADP
retrouver	retrouver	VERB
laborieusement	laborieusement	ADV
,	,	PUNCT
en	en	ADP
métaphysique	métaphysique	NOUN
,	,	PUNCT
une	un	DET
unité	unité	NOUN
qu'	que	SCONJ
on	on	PRON
a	avoir	AUX
commencé	commencer	VERB
par	par	ADP
poser	poser	VERB
a	avoir	AUX
priori	priori	X
,	,	PUNCT
une	un	DET
unité	unité	NOUN
qu'	que	SCONJ
on	on	PRON
a	avoir	AUX
admise	admettre	VERB
aveuglément	aveuglément	ADV
,	,	PUNCT
inconsciemment	inconsciemment	ADV
,	,	PUNCT
par	par	ADP
cela	cela	PRON
seul	seul	ADJ
qu'	que	SCONJ
on	on	PRON
abandonnait	abandonner	VERB
toute	tout	ADJ
l'	le	DET
expérience	expérience	NOUN
à	à	ADP
la	le	DET
science	science	NOUN
et	et	CCONJ
tout	tout	ADJ
le	le	DET
réel	réel	NOUN
à	à	ADP
l'	le	DET
entendement	entendement	NOUN
pur	pur	ADJ
.	.	PUNCT
