form	lemma	POS
"
"	"
"	SPACE
Si	si	SCONJ
la	le	DET
vie	vie	NOUN
réalise	réalise	VERB
un	un	DET
plan	plan	NOUN
,	,	PUNCT
elle	lui	PRON
devra	devoir	VERB
manifester	manifester	VERB
une	un	DET
harmonie	harmonie	NOUN
plus	plus	ADV
haute	haut	ADJ
à	à	ADP
mesure	mesure	NOUN
qu'	que	SCONJ
elle	lui	PRON
avancera	avancer	VERB
plus	plus	ADV
loin	loin	ADV
.	.	PUNCT
Telle	tel	ADJ
,	,	PUNCT
la	le	DET
maison	maison	NOUN
dessine	dessin	ADJ
de	de	ADP
mieux	mieux	ADV
en	en	ADP
mieux	mieux	ADV
l'	le	DET
idée	idée	NOUN
de	de	ADP
l'	le	DET
architecte	architecte	NOUN
tandis	tandis	ADV
que	que	SCONJ
les	le	DET
pierres	pierre	NOUN
montent	monter	VERB
sur	sur	ADP
les	le	DET
pierres	pierre	NOUN
.	.	PUNCT
Au	au	DET
contraire	contraire	NOUN
,	,	PUNCT
si	si	SCONJ
l'	le	DET
unité	unité	NOUN
de	de	ADP
la	le	DET
vie	vie	NOUN
est	être	AUX
tout	tout	ADV
entière	entier	ADJ
dans	dans	ADP
l'	le	DET
élan	élan	NOUN
qui	qui	PRON
la	le	DET
pousse	pousse	NOUN
sur	sur	ADP
la	le	DET
route	route	NOUN
du	de	DET
temps	temps	NOUN
,	,	PUNCT
l'	le	DET
harmonie	harmonie	NOUN
n'	n'	ADV
est	être	AUX
pas	pas	ADV
en	en	ADP
avant	avant	ADV
,	,	PUNCT
mais	mais	CCONJ
-en	-en	PRON
arrière	arrière	NOUN
.	.	PUNCT
L'	le	DET
unité	unité	NOUN
vient	venir	VERB
d'	de	ADP
une	un	DET
vis	vis	PROPN
a	avoir	AUX
tergo	tergo	PROPN
:	:	PUNCT
elle	lui	PRON
est	être	AUX
donnée	donner	VERB
au	au	DET
début	début	NOUN
comme	comme	ADP
une	un	DET
impulsion	impulsion	NOUN
,	,	PUNCT
elle	lui	PRON
n'	n'	ADV
est	être	AUX
pas	pas	ADV
posée	poser	VERB
au	au	DET
bout	bout	NOUN
comme	comme	ADP
un	un	DET
attrait	attrait	NOUN
.	.	PUNCT
L'	le	DET
élan	élan	NOUN
se	se	PRON
divise	divise	VERB
de	de	ADP
plus	plus	ADV
en	en	ADP
plus	plus	ADV
en	en	ADP
se	se	PRON
communiquant	communiquer	VERB
.	.	PUNCT
La	le	DET
vie	vie	NOUN
,	,	PUNCT
au	au	DET
fur	fur	NOUN
et	et	CCONJ
à	à	ADP
mesure	mesure	NOUN
de	de	ADP
son	son	DET
progrès	progrès	NOUN
,	,	PUNCT
s'	se	PRON
éparpille	éparpille	VERB
en	en	ADP
manifestations	manifestation	NOUN
qui	qui	PRON
devront	devoir	VERB
sans	sans	ADP
doute	doute	NOUN
à	à	ADP
la	le	DET
communauté	communauté	NOUN
de	de	ADP
leur	leur	DET
origine	origine	NOUN
d'	de	ADP
être	être	AUX
complémentaires	complémentaire	ADJ
les	le	DET
